ticker,date,time,parsed_news
LMT,2020-12-14,09:10AM,Lockheed Martin (LMT) Wins $900M F-16 Aircraft Maintenance Deal
LMT,2020-12-14,08:02AM,"Defense Stock Roundup: LMT, BA Win Big Contracts, NOC Inks Divestiture Deal"
LMT,2020-12-13,03:29PM,20 Most Gay Friendly Countries In the World
LMT,2020-12-11,09:06AM,Northrop Grumman Is All-In on Bombers and Space After Recent Divestment
LMT,2020-12-11,08:49AM,Middle East Peace Moves Set Off A Frantic Arms Race
LMT,2020-12-11,06:46AM,U.S. Plans to Sanction Turkey for Russian S-400 Missiles
LMT,2020-12-11,05:48AM,Lockheed Martin to join Japan's new fighter jet program - Nikkei
LMT,2020-12-10,09:46AM,Lockheed's (LMT) Unit Wins $507M Deal for Combat Helicopters
LMT,2020-12-10,06:30AM,FireEye Hack Portends a Scary Era of Cyber-Insecurity
LMT,2020-12-09,11:29AM,IBC Wins $9.7 Million in New Orders from Lockheed Martin for the F-35 Lightning II Aircraft
LMT,2020-12-09,09:06AM,Lockheed (LMT) Wins Deal to Aid Trident Missile Program
LMT,2020-12-09,07:25AM,FireEye Drops After Cybersecurity Company Says It Was Hacked
LMT,2020-12-08,05:45PM,Lockheed Martin (LMT) Stock Sinks As Market Gains: What You Should Know
LMT,2020-12-08,04:03PM,"Boeing, Kratos To Build Skyborg Drones For Air Force Experiments"
LMT,2020-12-08,12:21PM,Republican U.S. Senate leader urges support for Trump's massive UAE arms sale
LMT,2020-12-04,02:48PM,U.S. weapons exports rise 2.8% to $175 billion in fiscal 2020
LMT,2020-12-04,11:40AM,"The Zacks Analyst Blog Highlights: Apple, Berkshire Hathaway, Johnson & Johnson, Lockheed Martin and PNC Financial Services Group"
LMT,2020-12-04,09:20AM,Lockheed (LMT) Wins $63M Deal to Support F-35 Program
LMT,2020-12-03,02:58PM,"Top Research Reports for Apple, Berkshire Hathaway & Johnson & Johnson"
MRK,2021-01-22,08:42AM,5 Finest PEG Stocks for GARP Investors
MRK,2021-01-22,08:27AM,"Pharma Stock Roundup: FDA Nod to MRK, AZN, JNJ, GSK Drugs, LLY's New Antibody Deal"
MRK,2021-01-21,10:29AM,Merck's (MRK) Heart Failure Drug Vericiguat Gets FDA Nod
MRK,2021-01-20,03:40PM,Notice from the Office of the Secretary - Ontario Securities Commission
MRK,2021-01-20,12:18PM,Cocrystal Pharma (COCP) Completes Research Obligations With Merck
MRK,2021-01-20,12:10PM,Why Merck (MRK) is Poised to Beat Earnings Estimates Again
MRK,2021-01-20,09:00AM,Merck Canada and MaRS Team Up to Launch Lung Cancer Innovation Challenge
MRK,2021-01-20,06:45AM,Merck Announces U.S. FDA Approval of VERQUVO® (vericiguat)
MRK,2021-01-19,04:11PM,Gilead's 'Pivotal Year'  Why An Analyst Is Bullish Enough To Upgrade Shares
MRK,2021-01-19,01:50PM,"2 Reasons This Will Be Gileads Year, Says Morgan Stanley"
MRK,2021-01-19,09:31AM,U.S. Supreme Court rebuffs Merck appeal in hepatitis C patent fight with Gilead
MRK,2021-01-19,08:05AM,Eli Lilly Stock Is Still Pricey. Why It Might Be a Buy.
MRK,2021-01-15,08:14AM,"Pharma Stock Roundup: LLY's Alzheimer Disease Data, NVS & SNY's M&A Deals"
MRK,2021-01-14,05:45PM,Merck (MRK) Stock Moves -0.21%: What You Should Know
MRK,2021-01-14,04:35PM,Beigene Stock Breaks Out To Record High On Cancer Drug OK In China
MRK,2021-01-13,10:08AM,Merck (MRK) Gets Priority Tag for Pneumococcal Vaccine BLA
MRK,2021-01-12,04:56PM,Bristol Myers Looks to Its Drug Pipeline to Turbocharge Growth
MRK,2021-01-12,09:12AM,Moderna's Coronavirus Vaccine Secures Swiss Regulatory Approval
MRK,2021-01-12,08:15AM,"The Daily Biotech Pulse: GSK, Vir To Start COVID-19 Antibody Study, Novartis In-Licenses BeiGene's Cancer Drug, Earnings Preannouncements Continue"
MRK,2021-01-12,06:45AM,"U.S. FDA Accepts for Priority Review the Biologics License Application for V114, Mercks Investigational 15-valent Pneumococcal Conjugate Vaccine, for Use in Adults 18 Years of Age and Older"
MRK,2021-01-11,08:40AM,Sanofi (SNY) to Acquire Kymab to Boost Immunology Presence
MRK,2021-01-11,08:25AM,"The Zacks Analyst Blog Highlights: Coca-Cola, Merck, Royal Dutch Shell, Gilead Sciences and FedEx"
MRK,2021-01-09,12:37PM,15 Best Dividend Stocks with Upside Potential
MRK,2021-01-08,05:50PM,Merck (MRK) Stock Sinks As Market Gains: What You Should Know
MRK,2021-01-08,04:12PM,"Top Analyst Reports for Coca-Cola, Merck & Royal Dutch Shell"
MRK,2021-01-08,10:18AM,3 Low Forward Price-Earnings Ratio Stock Picks
MRK,2021-01-08,06:45AM,Merck to Hold Fourth-Quarter and Full-Year 2020 Sales and Earnings Conference Call on February 4
MRK,2021-01-08,04:23AM,"How Many Merck & Co., Inc. (NYSE:MRK) Shares Do Institutions Own?"
MRK,2021-01-07,08:51AM,Dow Jones Jumps 600 Points: Bet on 4 Momentum Stocks to Win Big
MRK,2021-01-05,10:57AM,Roche's (RHHBY) Immunotherapy Gets Breakthrough Therapy Status
MRK,2021-01-05,10:23AM,"Merck Stock Is Deeply Undervalued, Says Citi. It Could Surge in 2021."
MRK,2021-01-05,07:40AM,"Got $1,000? These 2 Top Stocks Can Make You Rich"
MRK,2021-01-04,06:45AM,Merck to Present at the 39th Annual J.P. Morgan Healthcare Conference
MRK,2021-01-01,10:32AM,Barrons Best Income Investments for 2021
MRK,2021-01-01,04:00AM,Merck Is One of Barrons Top Stock Picks for the New Year. Heres Why.
MRK,2020-12-31,05:11PM,Tight Race For Worst Dow Jones Stock Of 2020 Came Down To Last Day
MRK,2020-12-31,10:25AM,Seagen Earns Top Honors From Key Biotech Publication
MRK,2020-12-31,10:20AM,6 Cannabis Stocks to Buy as the U.S. Softens Its Stance
MRK,2020-12-30,12:04PM,Merck Had a Disappointing 2020. Why Its Strategy Could Pay Off in 2021.
MRK,2020-12-29,10:10AM,AstraZeneca's (AZN) Lynparza Approved in Japan for 3 Cancers
MRK,2020-12-29,06:01AM,"As the Sun Sets on 2020, These 5 Stocks Are My Highest-Conviction Holdings"
MRK,2020-12-28,09:08PM,Merck and AstraZeneca's Cancer Drug Wins 3 New Approvals in Japan
MRK,2020-12-28,06:45AM,LYNPARZA® (olaparib) Receives Three New Approvals in Japan
MRK,2020-12-24,09:08AM,Merck (MRK) to Supply Coronavirus Treatment to U.S. Government
MRK,2020-12-24,06:08AM,Meet Moderna's Most Likely Blockbusters After Its COVID Vaccine
MRK,2020-12-23,04:00PM,US STOCKS-Wall Street ends higher as investors bet on recovery
MRK,2020-12-23,02:06PM,US STOCKS-Wall Street gains on recovery bets
MRK,2020-12-23,02:03PM,Why Pfizer Stock Deserves a Spot In Your Portfolio
MRK,2020-12-23,01:53PM,"COVID News Flow: Pfizer-BioNTech's US Vaccine Supply Deal, Merck Strikes $356M Contract, Sorrento Files For EUA Of Rapid Test"
MRK,2020-12-23,12:17PM,"US STOCKS-Nasdaq lags S&P, Dow as big tech weighs"
MRK,2020-12-23,11:15AM,Pfizer to Supply U.S. With 100 Million More Vaccine Doses
MRK,2020-12-23,10:20AM,"US STOCKS-S&P, Dow rise as weekly jobless claims dip; Nasdaq retreats"
MRK,2020-12-23,09:39AM,Merck Reaches $350 Million COVID Therapy Deal Under Operation Warp Speed
MRK,2020-12-23,08:57AM,US STOCKS-Wall St set to edge higher as weekly jobless claims improve
MRK,2020-12-23,08:56AM,"Dow Jones, Futures Inch Up As Trump Balks At Coronavirus Bill; Clean Energy Rally Continues; Merck Rises On Covid Treatment"
MRK,2020-12-23,08:29AM,"The Daily Biotech Pulse: Supernus Issues Positive ADHD Readout, Sorrento Files For Emergency Use Authorization For Rapid COVID-19 Test, Inhibikase To Make Wall Street Debut"
MRK,2020-12-23,07:32AM,Merck signs $356 million deal with U.S. government for experimental COVID-19 therapy
MRK,2020-12-23,07:20AM,Merck's Debt Overview
MRK,2020-12-23,06:45AM,Merck Announces Supply Agreement with U.S. Government for Initial Doses of Investigational Biological Therapy for the Treatment of Patients with Severe and Critical COVID-19
MRK,2020-12-22,05:50PM,Merck (MRK) Gains As Market Dips: What You Should Know
MRK,2020-12-22,09:08AM,3 Large Drugmakers Set to Rule the Sector in 2021
MRK,2020-12-19,05:57PM,Top 10 Stocks To Buy Now According To Secretive Billionaire Quant Hedge Fund Manager
MRK,2020-12-18,04:25PM,908 Devices Stock More Than Doubles in Market Debut
MRK,2020-12-18,01:55PM,Merck (MRK) Gets FDA's Priority Review for Another Keytruda sBLA
MRK,2020-12-18,10:25AM,IWH UK Midco Limited -- Moody's downgrades IWH UK Finco Limited's ('Theramex') ratings to B3; changes outlook to stable from negative
MRK,2020-12-18,07:34AM,"Pharma Stock Roundup: FDA Emergency Nod to PFE/BNTX COVID-19 Vaccine, AZN to Buy ALXN"
MRK,2020-12-17,06:45AM,FDA Grants Priority Review to Mercks Supplemental Biologics License Application for KEYTRUDA® (pembrolizumab) Plus Chemotherapy as First-Line Treatment for Locally Advanced Unresectable or Metastatic Esophageal and Gastroesophageal Junction Cancer
MRK,2020-12-16,05:50PM,Merck (MRK) Stock Sinks As Market Gains: What You Should Know
MRK,2020-12-16,06:45AM,"KEYTRUDA® (pembrolizumab) Plus LENVIMA® (lenvatinib) Combination Demonstrated Statistically Significant Improvement in Overall Survival, Progression-Free Survival and Objective Response Rate Versus Chemotherapy in Patients With Advanced..."
MRK,2020-12-15,10:02AM,"Merck Sharp & Dohme Corp. -- Moody's announces completion of a periodic review of ratings of Merck & Co., Inc."
MRK,2020-12-14,10:15AM,Here's Why Merck Made a Mistake by Selling Its Moderna Stake
MRK,2020-12-14,09:36AM,Merck (MRK) Keytruda Gets CHMP Nod for First-Line Colon Cancer
MRK,2020-12-13,01:03PM,Why Did This Big Investor Sell Its Moderna Stock?
MRK,2020-12-11,07:10AM,Merck Receives Positive EU CHMP Opinion for KEYTRUDA® (pembrolizumab) as First-Line Treatment in Adult Patients With Metastatic Microsatellite Instability-High (MSI-H) or Mismatch Repair Deficient (dMMR) Colorectal Cancer
MRK,2020-12-10,05:45PM,Merck (MRK) Dips More Than Broader Markets: What You Should Know
MRK,2020-12-09,08:29AM,Pfizer (PFE) Pneumococcal Vaccine BLA Gets FDA's Priority Tag
MRK,2020-12-09,12:20AM,"Four Days Left To Buy Merck & Co., Inc. (NYSE:MRK) Before The Ex-Dividend Date"
MRK,2020-12-08,10:32AM,Aligos (ALGS) Inks Collaboration With Merck for NASH Therapy
MRK,2020-12-06,04:19PM,Analysis: Motivating Factors Behind Pfizers Big Split
MRK,2020-12-05,08:45AM,Here's Why Biotech Deals Are All the Rage Right Now
MRK,2020-12-04,08:49AM,9 Best Stocks to Buy for the Santa Claus Rally
MRK,2020-12-03,12:24PM,Warren Buffetts Woodstock for Capitalists Going Virtual Again in 2021
MRK,2020-12-03,06:05AM,Merck Just Sold Off Its Moderna Shares for a Huge Gain. Should You?
MRK,2020-12-02,04:24PM,Pfizer Jumps After Nabbing First-Ever Coronavirus Vaccine Approval
MRK,2020-12-02,11:12AM,Merck Cashes Out Direct Investment In Moderna After 600% Year-To-Date Stock Gain
MRK,2020-12-02,10:17AM,"ADP Reports 307K New Jobs, Revisions Up"
MRK,2020-12-02,10:14AM,Merck Sells Stake in Moderna as Vaccine Gets FDA Review
MRK,2020-12-02,09:17AM,Moderna Stock Dips After Merck Announces It Sold Its Stake
MRK,2020-12-02,09:04AM,Merck Sells Equity Stake in Moderna Following Record Gains For Coronavirus Vaccine Maker
MRK,2020-12-02,07:33AM,Drugmaker Merck divests stake in vaccine-maker Moderna
MRK,2020-11-30,10:43AM,Is Merck (MRK) A Good Stock To Buy Now?
MRK,2020-11-30,06:45AM,Merck to Present at the 2020 Evercore ISI 3rd Annual HealthCONx Virtual Conference
MRK,2020-11-30,05:37AM,TNXP: Animal Data for SARS-CoV-2 Vaccine Candidate Shows Robust Immune Response
MRK,2020-11-27,05:44PM,Top 3rd-Quarter Buys of Steven Cohen's Firm
MRK,2020-11-27,08:52AM,"Pharma Stock Roundup: AZN COVID-19 Vaccine Interim Data, PFE Emergency Use Appeal"
MRK,2020-11-26,06:55AM,3 Cheap Stocks to Buy Before the Economy Makes a Full Recovery
MRK,2020-11-25,08:00AM,"9 Stocks Seen Propelling Dow To 31,662"
MRK,2020-11-24,05:25PM,Merck Sales Hit Hardest by Pandemic
MRK,2020-11-24,03:22PM,Heres the 8th Most Popular Stock Among Hedge Funds
MRK,2020-11-24,10:14AM,Be Like Buffett and Wager on Pfizer. Heres How to Do It With Options.
RCI,2021-01-20,04:01AM,Why Rogers Communications Inc. (TSE:RCI.B) Looks Like A Quality Company
RCI,2021-01-19,01:15PM,Rogers Ranked Canadas Most Consistent National Wireless Network and Broadband Provider by Ookla®
RCI,2020-12-28,05:00PM,"Rogers Communications 4Q20 Investment Community Teleconference January 28, 2021 at 8:00 a.m. ET"
RCI,2020-12-23,12:00PM,Rogers Communication (RCI) Upgraded to Buy: Here's What You Should Know
RCI,2020-12-16,07:00AM,Rogers Starts to Roll Out Canadas First 5G Standalone Core Network
RCI,2020-12-16,07:00AM,Rogers 5G Network Reaches Over 10 Cities and Towns in Quebec
RCI,2020-12-16,07:00AM,Rogers 5G Network Now Reaches Prince George and Port Alberni in British Columbia
RCI,2020-12-16,07:00AM,Rogers 5G Network Now Reaches Over 40 Cities and Towns in Ontario
RCI,2020-12-16,07:00AM,Rogers 5G Network Now Reaches Over 40 Cities and Towns in Alberta
RCI,2020-12-16,07:00AM,"Atlantic Canadas First 5G Network Expands to Moncton, New Brunswick"
RCI,2020-12-15,11:10PM,Is RCI A Good Stock To Buy Now?
RCI,2020-12-15,03:41PM,4 Global Telecom Stocks With Strong Margin Growth
RCI,2020-12-10,11:50AM,Is Rogers Communication (RCI) a Great Value Stock Right Now?
RCI,2020-12-10,07:59AM,3 Cable Stocks to Watch Out For in a Prospering Industry
RCI,2020-12-05,01:32AM,Interested In Rogers Communications' (TSE:RCI.B) Upcoming CA$0.50 Dividend? You Have Three Days Left
RCI,2020-12-03,07:00AM,Rogers provides hundreds of phones as critical digital lifelines for Quebec women experiencing violence and abuse during COVID-19
RCI,2020-12-03,07:00AM,Connectivity a critical digital lifeline for Indigenous women across Canada experiencing violence and abuse during COVID-19
RCI,2020-11-30,07:02AM,Are Institutions Heavily Invested In Rogers Communications Inc.'s (TSE:RCI.B) Shares?
RCI,2020-11-24,11:50AM,Is Rogers Communication (RCI) Stock Undervalued Right Now?
RCI,2020-11-21,11:30AM,Why Is Rogers Communication (RCI) Up 3.1% Since Last Earnings Report?
RCI,2020-11-20,08:00AM,Canadas First and Largest 5G Network Expands to Manitoba
RCI,2020-11-18,01:12PM,Rogers Mulls Next Steps as $8.4 Billion Cogeco Offer Expires
RCI,2020-11-16,09:00AM,"Designing the Future of Sports Fan Engagement With 5G: Rogers, Sportsnet, and University of Waterloo Team Up for Hockey Hackathon"
RCI,2020-11-12,11:40AM,DISH vs. RCI: Which Stock Should Value Investors Buy Now?
RCI,2020-11-12,08:42AM,DISH Network (DISH) Catches Eye: Stock Jumps 5.1%
RCI,2020-11-10,04:40PM,3 Undervalued Canadian Stocks With Strong Margin Growth
RCI,2020-10-28,12:20PM,Can Rogers Communication (RCI) Run Higher on Rising Earnings Estimates?
RCI,2020-10-25,09:12AM,Rogers Communications Inc. Just Beat EPS By 37%: Here's What Analysts Think Will Happen Next
RCI,2020-10-23,08:53AM,"Rogers Communications (RCI) Tops Q3 Earnings, Revenue Estimates"
RCI,2020-10-22,08:01PM,Rogers Communications Inc (RCI) Q3 2020 Earnings Call Transcript
RCI,2020-10-22,08:25AM,Rogers Communication (RCI) Q3 Earnings and Revenues Surpass Estimates
RCI,2020-10-22,07:35AM,Rogers Communications: Q3 Earnings Insights
RCI,2020-10-22,07:00AM,Rogers Communications Reports Third Quarter 2020 Results
RCI,2020-10-22,07:00AM,Rogers Communications Declares 50 Cents per Share Quarterly Dividend
RCI,2020-10-21,10:03AM,Is a Surprise Coming for Rogers (RCI) This Earnings Season?
RCI,2020-10-19,01:30PM,"Rogers Ignite Internet Ranked Fastest in Ontario, New Brunswick and Newfoundland by Ookla®"
RCI,2020-10-18,09:06PM,Altice Raises Bid for Canadas Cogeco But Gets Rejected Again
RCI,2020-10-18,08:16PM,Altice sweetens bid to acquire Canadian cable firm Cogeco
RCI,2020-10-18,05:45PM,"Altice USA, Inc. Presents Revised and Enhanced Offer to Acquire Cogeco in Order to own Atlantic Broadband"
RCI,2020-10-17,02:53AM,Rogers Communications Inc. -- Moody's announces completion of a periodic review of ratings of Rogers Communications Inc.
RCI,2020-10-15,12:31PM,Rogers Communication (RCI) Expected to Beat Earnings Estimates: Can the Stock Move Higher?
RCI,2020-10-15,10:50AM,"A New Era for iPhone with 5G, Rogers to Offer iPhone 12 Pro and iPhone 12, with Orders Starting Tomorrow"
RCI,2020-10-13,07:00AM,Rogers Doubles the Size of Canadas First and Largest 5G Network to Connect 130 Towns and Cities
RCI,2020-10-13,07:00AM,Ontarios Largest 5G Network Reaches Over 35 Towns and Cities Across Province
RCI,2020-10-13,07:00AM,British Columbias Largest 5G Network Reaches Over 50 Towns and Cities Across Province
RCI,2020-10-13,07:00AM,Albertas Largest 5G Network Reaches Over 30 Towns and Cities Across Province
RCI,2020-10-09,09:35AM,Is Rogers (RCI) a Suitable Stock for Value Investors Now?
RCI,2020-10-05,07:00AM,"Welcome to For The Love Of Work podcast, a practical guide to the modern employee experience, made possible by Rogers"
RCI,2020-10-01,03:34PM,A Look At Rogers Communications' (TSE:RCI.B) Share Price Returns
RCI,2020-10-01,08:03AM,Avis Budget Earns 81 RS Rating As The Country Slowly Opens Up For Travel
RCI,2020-10-01,07:00AM,Rogers Sports & Media Commits $10 Million in Free Advertising and  Creative Services to Support Equity-Seeking Communities
RCI,2020-09-29,01:59PM,Quebecor Says It Has No Plans to Wade Into Battle For Cogeco
RCI,2020-09-29,07:00AM,"Put Me In, Coach! Rogers Teams Up With Sports Stars to Help More Kids Return to Play"
RCI,2020-09-25,08:00AM,Rogers announces comprehensive $3 billion investment proposal to benefit Quebec
RCI,2020-09-24,06:54PM,Rogers and City of Fredericton Launch First 5G Network in Atlantic Canada
RCI,2020-09-23,12:15PM,"AAP, RCI, MSFT, SNE and NTDOY as Zacks Bull and Bear of the Day"
RCI,2020-09-23,08:00AM,"Rogers Communications 3Q20 Investment Community Teleconference October 22, 2020 at 8:00 a.m. ET"
RCI,2020-09-23,06:15AM,Bear of the Day: Rogers Communication (RCI)
RCI,2020-09-22,09:00AM,"Canadas First and Largest 5G Network Continues to Expand, Reaching Five New Cities and Towns in Ontario"
RCI,2020-09-18,10:00AM,Rogers celebrates virtual opening of its new Customer Solution Centre in Kelowna
RCI,2020-09-08,08:44AM,Cogeco Majority Investor Makes Definitive Rejection of Altice
RCI,2020-09-04,09:57AM,Rogers commits to expanding its already strong Quebec presence
RCI,2020-09-03,05:42PM,"Altice USA, Inc. and Rogers Communications Provide Statement on Cogecos Response to Acquisition Offer"
RCI,2020-09-03,09:19AM,Is It Worth Considering Rogers Communications Inc. (TSE:RCI.B) For Its Upcoming Dividend?
RCI,2020-09-03,09:19AM,Rogerss Latest Quebec Gambit Hinges on $7.8 Billion Altice Bid
RCI,2020-09-02,12:01PM,Altice USA Makes $7.8 Billion Offer for Canada's Cogeco
RCI,2020-09-02,09:20AM,Rogers Communications confirms agreement with Altice USA to purchase Canadian assets of Cogeco
RCI,2020-09-02,08:00AM,Select Rogers Infinite plans now give customers access to six free months of Apple Music
RCI,2020-09-01,09:00AM,Canadas First and Largest 5G Network Expands to Saskatchewan
RCI,2020-09-01,09:00AM,Canadas First and Largest 5G Network Expands to Over 50 New Cities and Towns
RCI,2020-09-01,09:00AM,Canadas First and Largest 5G Network Expands to New Cities in Quebec
RCI,2020-09-01,09:00AM,Canadas First and Largest 5G Network Expands to Five Cities and Towns in Alberta
RCI,2020-09-01,09:00AM,Canadas First and Largest 5G Network Expands to 26 New Cities and Towns across British Columbia
RCI,2020-09-01,09:00AM,Canadas First and Largest 5G Network Expands to 18 New Cities and Towns in Ontario
RCI,2020-09-01,07:00AM,"OMNI Television Debuts National Daily Newscasts in Arabic and Filipino, Today"
RCI,2020-08-21,11:30AM,Rogers Communication (RCI) Up 2.5% Since Last Earnings Report: Can It Continue?
RCI,2020-08-20,12:10PM,"London Food Bank, The Food Bank of Waterloo Region and Rogers Step Up to the Plate to help almost 25,000 Southwestern Ontarians"
RCI,2020-08-20,11:00AM,"St. Johns Community Food Sharing Association and Rogers Step Up to the Plate to help more than 9,300 Newfoundlanders"
RCI,2020-08-13,12:16PM,"Feed Nova Scotia and Rogers Step Up to the Plate to help more than 17,000 Nova Scotians"
RCI,2020-08-13,09:00AM,Rogers for Business collaborates with Roambee to provide real-time asset monitoring
RCI,2020-08-12,08:40AM,Rogers celebrates Ted Rogers Scholarship Class of 2020 in the National Capital Region on International Youth Day
RCI,2020-08-12,08:40AM,Rogers celebrates Ted Rogers Scholarship Class of 2020 in Southwestern Ontario on International Youth Day
RCI,2020-08-12,08:40AM,Rogers celebrates Ted Rogers Scholarship Class of 2020 in Quebec on International Youth Day
RCI,2020-08-12,08:40AM,Rogers celebrates Ted Rogers Scholarship Class of 2020 in Atlantic Canada on International Youth Day
RCI,2020-08-12,08:40AM,"Rogers celebrates Ted Rogers Scholarship Class of 2020 in Alberta, Saskatchewan and Manitoba on International Youth Day"
RCI,2020-08-12,08:40AM,Rogers celebrates Ted Rogers Scholarship Class of 2020 British Columbia on International Youth Day
RCI,2020-08-12,08:30AM,Rogers celebrates Ted Rogers Scholarship Class of 2020 on International Youth Day
RCI,2020-08-11,10:00AM,Rogers Group of Funds Announces $2.4 Million in Funding for 29 New Canadian Documentary Films
RCI,2020-08-11,09:08AM,Rogers Communications Inc.'s (TSE:RCI.B) Business Is Yet to Catch Up With Its Share Price
RCI,2020-08-07,07:00AM,Orange t-shirt designed by Ojibwe artist now available through Rogers to help grow awareness of impact of residential schools
RCI,2020-08-06,01:05PM,"Greater Vancouver, Central Okanagan Food Banks and Rogers Step Up to the Plate to help more than 63,000 British Columbians"
RCI,2020-08-06,12:48PM,"Winnipeg Harvest and Rogers Step Up to the Plate to help more than 18,000 Manitobans"
RCI,2020-08-05,10:52AM,"Ottawa Food Bank and Rogers Step Up to the Plate to help 34,000 in Ottawa"
RCI,2020-07-23,09:41AM,"Rogers Communications (RCI) Misses on Q2 Earnings, Revenues"
RCI,2020-07-23,07:38AM,CANADA STOCKS-TSX futures rise on higher gold prices
RCI,2020-07-22,08:01PM,Rogers Communications Inc (RCI) Q2 2020 Earnings Call Transcript
RCI,2020-07-22,08:25AM,Rogers Communication (RCI) Q2 Earnings and Revenues Lag Estimates
RCI,2020-07-22,07:33AM,Recap: Rogers Communications Q2 Earnings
RCI,2020-07-22,07:15AM,Rogers profit misses on weakness in wireless unit and sports-starved ad sales
RCI,2020-07-22,07:05AM,Rogers misses quarterly revenue estimates on lower store traffic
TRP,2021-01-22,12:00PM,TC Energy reports results of conversion elections for Series 5 and 6 preferred shares
TRP,2021-01-22,09:24AM,TC Energy (TRP) to Discontinue Keystone XL Project Construction
TRP,2021-01-21,05:22PM,TransCanada PipeLine USA Ltd. -- Moody's changes TransCanada and most subsidiary outlooks to stable from negative; affirms ratings
TRP,2021-01-21,02:39PM,"Keystone XLs Demise Prompts TC Energy to Slash 1,000 Jobs"
TRP,2021-01-21,08:55AM,"TC Energy cuts jobs as Keystone pipeline nixed, but markets start to move on"
TRP,2021-01-20,07:38PM,Construction of Keystone XL pipeline halted as Biden moves to cancel permit
TRP,2021-01-20,06:44PM,Biden Revokes Keystone XL Pipeline Permit to Cross U.S. Border
TRP,2021-01-20,09:20AM,TC Energy disappointed with Expected Executive Action revoking Keystone XL Presidential Permit
TRP,2021-01-20,09:14AM,Biden to revoke Keystone XL pipeline permit after swearing-in -aides
TRP,2021-01-19,04:15PM,"TC PipeLines, LP announces fourth quarter 2020 cash distribution"
TRP,2021-01-19,09:49AM,TC Energy (TRP) Unveils Net-Zero Emission Plan for Keystone XL
TRP,2021-01-19,12:00AM,Keystone XL May Be Sold for Scrap If Biden Moves to Kill It
TRP,2021-01-17,08:42PM,Keystone XL commits to become first pipeline to be fully powered by renewable energy
TRP,2021-01-13,06:00PM,The Most Important Oil Find Of The Next Decade Could Be Here
TRP,2021-01-13,11:18AM,TC Energy (TRP) Seeks Shipper Commitments for Keystone XL
TRP,2021-01-13,03:56AM,TC Energy Corporation (TSE:TRP) Delivered A Better ROE Than Its Industry
TRP,2021-01-06,10:00AM,TC Energy Launches Binding Open Season for the Keystone Pipeline System
TRP,2020-12-31,03:00PM,TC Energy provides conversion right and dividend rate notice for Series 5 and 6 preferred shares
TRP,2020-12-31,11:48AM,2 Dividend Stocks to Buy and Hold Through 2030
TRP,2020-12-24,11:49PM,"Lifshitz Law Firm, P.C. Announces Investigation of ANCN, BEAT, HMSY, SNCA, SPWH, TCP, TRP, TLRY, and APHA"
TRP,2020-12-16,08:24PM,"TC PIPELINES INVESTOR ALERT BY THE FORMER ATTORNEY GENERAL OF LOUISIANA: Kahn Swick & Foti, LLC Investigates Adequacy of Price and Process in Proposed Sale of TC PipeLines, LP - TCP"
TRP,2020-12-16,02:51PM,"TC PIPELINES ALERT: Bragar Eagel & Squire, P.C. Investigates Sale of TCP and Encourages Investors to Contact the Firm"
TRP,2020-12-16,02:25PM,"SHAREHOLDER ALERT: Rigrodsky & Long, P.A. Announces Investigation of TC PipeLines, LP Merger"
TRP,2020-12-16,07:37AM,TC Energy (TRP) Inks $1.68B Acquisition Deal With TC PipeLines
TRP,2020-12-15,08:40PM,Is TRP A Good Stock To Buy Now?
TRP,2020-12-15,07:11AM,TC Energy to acquire TC PipeLines in $1.68 bln deal
TRP,2020-12-15,07:03AM,TC PipeLines stock rallies after TC Energy buyout deal values company at about $2.3 billion
TRP,2020-12-15,06:50AM,"TC PipeLines, LP announces definitive agreement for TC Energy to acquire all its outstanding common units"
TRP,2020-12-15,06:45AM,"TC Energy announces definitive agreement to acquire all outstanding common units of TC PipeLines, LP"
TRP,2020-12-14,06:44AM,What Do The Returns On Capital At TC Energy (TSE:TRP) Tell Us?
TRP,2020-12-12,08:13AM,Forget Exxon: These 3 Energy Stocks Are Better Options Now
TRP,2020-12-09,09:00AM,"TC Energy declares quarterly dividends for Series 11, 13 and 15 preferred shares"
TRP,2020-12-07,09:51PM,TC Energy establishes at-the-market equity program
TRP,2020-12-03,05:32PM,"Columbia Pipeline Group, Inc. -- Moody's affirms Columbia Pipeline Group at A3, outlook remains negative"
TRP,2020-12-01,02:39PM,TC Energy redirects holiday party funds to support non-profits this holiday season
TRP,2020-11-30,07:16AM,"Canadian indigenous deal with KXL oil pipeline took years, aims to unlock long-term wealth"
TRP,2020-11-26,02:37PM,Keystone XLs Indigenous Investors Plan to Secure Financing Soon
TRP,2020-11-24,08:14AM,Why These Two Dividend Stocks Look Like Compelling Buys
TRP,2020-11-23,12:30PM,TC Energy provides results of Series 11 Shares conversion elections
TRP,2020-11-21,06:40AM,TRP and NLE Make $1B Keystone XL Deal
TRP,2020-11-19,08:44AM,TC Energy (TRP) Announces C$1B Deal With Canada-Based NLE
TRP,2020-11-18,09:06PM,Explainer: What is happening with the Keystone XL oil pipeline?
TRP,2020-11-17,04:01PM,Keystone XL Gets Indigenous Investment With Hopes to Woo Biden
TRP,2020-11-17,08:00AM,TC Energy and Natural Law Energy sign definitive agreement
TRP,2020-11-17,07:30AM,TC Energy to highlight sustainable long-term growth at virtual Investor Day
