OverallQual,ExterQual,KitchenQual,GarageCars,GrLivArea,BsmtQual,GarageArea,1stFlrSF,fe_Age,GarageFinish,FireplaceQu,FullBath,Foundation_PConc,TotRmsAbvGrd,HeatingQC,Neighborhood_NridgHt,MasVnrType_None,GarageType_Detchd,GarageType_Attchd,MSSubClass_60,Foundation_CBlock,BsmtFinType1,Exterior1st_VinylSd,Exterior2nd_VinylSd,MasVnrType_Stone,LotShape,MSZoning_RM,Neighborhood_NoRidge,MasVnrType_BrkFace,Neighborhood_StoneBr,SalePrice
7,4,4,2.0,1768.0,5,543.0,884.0,17,3,1,2,1,8,5,0,0,0,1,1,0,7,1,1,0,4,0,0,1,0,224900
7,4,4,2.0,1266.0,5,453.0,1266.0,15,2,4,2,1,6,5,0,1,0,1,0,0,2,1,1,0,4,0,0,0,0,176000
8,4,4,2.0,1499.2985365853656,5,541.0,2129.0,28,4,4,2,1,9,5,0,0,0,1,0,0,7,0,0,0,4,0,1,1,0,285000
8,4,4,3.0,1464.0,5,754.0,1464.0,13,2,1,2,1,6,5,0,0,0,1,0,0,7,1,1,1,3,0,0,0,0,282922
7,3,4,2.0,2157.0,4,487.0,1216.0,54,4,5,2,0,8,5,0,0,0,1,1,1,4,0,0,0,4,0,0,1,0,226000
8,5,5,3.0,2576.0,6,666.0,1264.0,14,4,5,2,1,10,5,0,0,0,0,1,0,2,1,1,0,3,0,0,1,1,361919
9,4,5,3.0,1499.2985365853656,6,670.0,1414.0,15,4,5,3,1,11,5,0,0,0,0,1,0,7,1,1,0,3,0,0,1,1,457347
8,4,4,2.0,1743.0,5,529.0,1743.0,44,4,3,0,0,5,5,0,1,0,1,0,1,3,0,0,0,3,0,0,0,0,279000
6,3,4,2.0,1567.0,4,714.0,1567.0,43,3,4,2,1,5,3,0,1,0,1,0,0,6,0,0,0,3,0,0,0,0,196000
7,3,3,2.0,1370.0,5,479.0,1370.0,44,3,4,2,0,6,3,0,0,0,1,0,1,2,0,0,0,4,0,0,1,0,152000
5,3,3,4.0,1499.2985365853656,4,473.4268292682927,1338.0,51,2,1,2,0,12,3,0,0,1,0,0,1,3,0,0,0,4,0,0,1,0,200000
8,4,5,3.0,1590.0,6,754.0,1590.0,15,4,1,2,1,6,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,294900
7,4,4,3.0,1450.0,5,788.0,1450.0,12,3,1,2,1,6,5,0,0,0,1,0,0,2,1,1,0,4,0,0,1,0,224243
6,3,3,2.0,1338.0,3,528.0,846.0,105,2,1,2,0,7,3,0,1,1,0,0,0,2,0,0,0,4,0,0,0,0,92000
7,4,4,2.0,1456.0,5,400.0,728.0,13,4,5,2,1,8,5,0,1,0,1,1,0,2,1,1,0,3,0,0,0,0,179540
10,5,5,3.0,2392.0,6,473.4268292682927,1164.2931707317073,17,4,6,2,1,8,5,1,0,0,1,0,0,7,1,1,0,4,0,0,1,0,386250
4,3,3,1.0,992.0,5,297.0,530.0,50,4,1,1,0,4,3,0,1,0,0,0,1,7,0,0,0,4,1,0,0,0,106500
10,5,5,3.0,2007.0,6,812.0,1026.0,12,4,6,2,1,10,5,0,0,0,1,1,0,7,1,1,1,4,0,0,0,0,310000
7,4,4,3.0,2385.0,5,600.0,1108.0,22,4,4,2,1,8,5,0,0,0,0,1,0,2,1,1,0,4,0,1,1,0,252000
7,3,3,1.0,1646.0,4,240.0,918.0,79,2,5,2,0,7,4,0,1,1,0,0,1,4,0,0,0,4,0,0,0,0,164000
7,4,4,2.0,1456.0,5,400.0,728.0,13,4,1,2,1,7,5,0,0,0,1,1,0,2,1,1,1,4,0,0,0,0,177594
5,3,3,2.0,1040.0,4,624.0,548.0,84,4,1,1,0,5,4,0,1,1,0,0,1,4,1,1,0,4,1,0,0,0,123900
6,3,3,3.0,2624.0,5,864.0,1370.0,102,2,5,2,0,10,3,0,1,1,0,0,0,5,0,0,0,3,0,0,0,0,239000
5,3,3,2.0,1264.0,4,528.0,1264.0,55,2,4,1,0,7,3,0,1,0,1,0,1,4,0,0,0,4,0,0,0,0,169000
7,4,4,2.0,1557.0,5,420.0,1557.0,17,4,4,2,1,7,5,0,0,0,1,0,0,2,1,1,0,4,0,0,1,0,234000
6,3,3,2.0,1287.0,5,541.0,1287.0,43,3,3,1,0,5,3,0,1,0,1,0,1,7,0,0,0,4,0,0,0,0,173000
6,3,3,2.0,1004.0,4,480.0,1004.0,50,4,4,1,0,5,5,0,0,0,1,0,1,6,0,0,0,3,0,0,1,0,149000
7,4,4,2.0,1162.0,5,483.0,1162.0,13,4,1,2,1,6,5,0,1,0,1,0,0,2,1,1,0,4,0,0,0,0,170000
7,4,4,2.0,1436.0,6,529.0,1436.0,12,4,1,2,1,6,5,0,1,0,1,0,0,2,1,1,0,3,0,0,0,0,225000
5,3,4,1.0,960.0,4,300.0,960.0,57,4,1,1,0,6,5,0,1,0,1,0,1,7,1,1,0,4,0,0,0,0,144900
5,3,3,1.0,1196.0,5,336.0,1196.0,52,3,1,1,0,6,3,0,1,0,1,0,1,6,0,0,0,3,0,0,0,0,144000
8,4,4,2.0,1269.0,5,430.0,1269.0,16,4,4,2,1,6,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,192000
5,4,4,1.0,1031.0,4,230.0,1031.0,68,2,1,1,0,5,4,0,1,0,1,0,1,7,0,0,0,4,0,0,0,0,145500
4,3,2,1.0,720.0,3,280.0,448.0,120,2,1,1,0,5,5,0,1,0,1,0,0,2,0,0,0,4,0,0,0,0,86900
6,3,3,2.0,1505.0,4,505.0,1505.0,67,3,4,1,0,6,5,0,0,0,1,0,1,5,0,0,0,4,0,0,1,0,149500
5,3,2,1.0,954.0,3,240.0,954.0,82,2,5,1,1,5,5,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,119750
6,3,4,2.0,1500.0,5,564.0,750.0,15,3,1,2,1,6,5,0,1,0,1,1,0,2,1,1,0,4,0,0,0,0,173900
5,3,3,1.0,1050.0,4,368.0,1050.0,59,2,1,1,0,6,3,0,1,0,1,0,1,4,0,0,0,3,0,0,0,0,136500
8,4,4,2.0,1499.2985365853656,5,618.0,2079.0,26,4,1,2,1,9,5,0,1,0,1,0,0,2,0,0,0,3,0,0,0,1,270000
6,3,3,2.0,1252.0,5,564.0,1252.0,60,3,5,1,0,4,4,0,1,0,1,0,1,5,0,0,0,4,0,0,0,0,235000
7,3,3,2.0,1430.0,5,400.0,774.0,21,3,4,2,1,7,5,0,1,0,0,0,0,2,1,1,0,4,0,0,0,0,156000
5,3,4,2.0,1114.0,5,576.0,1114.0,17,2,1,2,1,6,5,0,1,1,0,0,0,7,1,1,0,4,0,0,0,0,153000
6,3,3,2.0,1224.0,6,402.0,1224.0,21,4,1,2,1,5,5,0,0,0,1,0,0,7,1,1,0,4,1,0,1,0,165000
9,4,5,3.0,2504.0,5,656.0,1134.0,15,4,5,2,1,11,5,0,0,0,0,1,0,2,1,1,0,3,0,0,1,1,325000
5,3,3,2.0,1355.0,4,528.0,760.0,79,2,1,2,0,5,5,0,1,1,0,0,1,3,1,1,0,3,0,0,0,0,140000
6,3,3,2.0,2294.0,4,658.0,1497.0,57,2,5,3,0,9,2,0,0,0,1,0,1,5,0,0,0,4,1,0,1,0,202500
9,5,5,3.0,1702.0,6,473.4268292682927,1702.0,12,4,5,1,1,7,5,1,0,0,1,0,0,7,0,0,0,4,0,0,1,0,367294
6,4,4,2.0,1509.0,5,600.0,1509.0,32,3,3,2,0,5,5,0,0,0,1,0,1,7,0,0,0,4,0,0,1,0,175000
7,3,4,3.0,1717.0,4,642.0,961.0,105,2,5,1,0,7,4,0,1,1,0,0,0,6,0,0,0,3,0,0,0,0,140000
7,3,4,2.0,1240.0,5,528.0,1240.0,35,2,1,2,0,6,4,0,1,0,1,0,1,6,0,0,0,4,0,0,0,0,174000
7,4,4,2.0,1166.0,5,400.0,1166.0,15,4,1,2,1,5,5,0,0,0,1,0,0,7,1,1,1,3,0,0,0,0,190000
5,4,3,0.0,1464.0,4,465.10199881023215,764.0,110,1,1,2,0,7,5,0,1,0,0,0,1,2,1,1,0,4,1,0,0,0,129000
6,3,4,2.0,1652.0,4,510.0,1652.0,61,3,5,1,0,6,4,0,0,0,1,0,1,6,0,0,0,4,0,0,1,0,200000
6,3,4,1.0,2142.0,5,509.0,1182.0,52,4,5,2,0,8,3,0,0,0,1,1,1,4,1,1,0,4,0,0,1,0,193500
6,3,3,2.0,1092.0,5,504.0,1092.0,56,3,1,1,0,6,5,0,0,0,1,0,1,4,0,0,1,4,0,0,0,0,145000
7,4,3,2.0,1671.0,4,451.0,1122.0,91,2,5,2,0,7,5,0,0,1,0,0,0,6,0,0,0,3,0,0,1,0,218000
5,3,3,2.0,1488.0,1,569.0,1488.0,68,3,6,1,0,7,4,0,0,0,1,0,0,1,0,0,0,4,0,0,1,0,135000
5,3,3,1.0,1624.0,4,240.0,1624.0,68,3,5,1,0,6,5,0,0,0,1,0,1,3,0,0,1,4,0,0,0,0,146500
6,4,4,2.0,1362.0,5,460.0,1362.0,15,3,5,2,1,6,5,1,0,0,1,0,0,6,1,1,1,3,0,0,0,0,194700
7,4,4,2.0,1218.0,5,462.0,1218.0,13,4,1,2,1,6,5,0,0,0,1,0,0,7,0,0,1,4,0,0,0,0,230348
6,3,3,1.0,1068.0,3,288.0,1068.0,97,2,5,1,0,5,3,0,1,1,0,0,0,6,0,0,0,4,1,0,0,0,109500
6,3,2,2.0,1625.0,5,576.0,1625.0,41,4,4,2,0,6,3,0,1,0,1,0,1,7,0,0,0,3,0,0,0,0,242500
7,4,4,2.0,1767.0,5,504.0,1064.0,33,3,4,2,1,5,4,0,1,0,1,0,0,7,0,0,0,3,0,0,0,1,239000
6,3,4,1.0,1050.0,4,286.0,1050.0,66,3,1,1,0,6,5,0,0,0,1,0,1,6,0,0,0,4,0,0,1,0,156000
4,3,3,1.0,907.0,4,352.0,907.0,63,2,1,1,0,5,5,0,1,1,0,0,1,4,0,0,0,3,0,0,0,0,109008
2,3,3,1.0,845.0,1,256.0,640.0,81,2,1,1,0,4,5,0,1,1,0,0,0,1,0,0,0,4,1,0,0,0,68104
8,4,4,3.0,2501.0,5,751.0,1251.0,25,3,4,2,1,9,5,0,0,0,1,1,0,2,1,1,0,3,0,1,1,0,290000
5,3,3,2.0,1209.0,5,504.0,1209.0,54,3,1,1,1,6,4,0,1,0,1,0,0,5,0,0,0,4,0,0,0,0,159000
4,3,3,1.0,906.0,4,231.0,453.0,83,2,1,1,1,5,3,0,1,0,0,0,0,4,0,0,0,3,0,0,0,0,87000
8,4,4,2.0,1601.0,5,670.0,1601.0,19,3,4,2,1,6,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,272000
7,4,4,2.0,1336.0,5,502.0,1336.0,15,2,1,2,1,6,5,0,1,0,1,0,0,7,1,1,0,4,0,0,0,0,198000
4,3,3,2.0,1656.0,4,440.0,1095.0,80,2,1,2,0,8,4,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,119164
5,3,3,0.0,1124.0,1,465.10199881023215,1124.0,66,1,5,1,0,5,4,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,93000
7,4,3,2.0,1892.0,5,431.0,1008.0,20,3,4,2,1,8,5,0,0,0,1,1,0,7,1,1,0,3,0,0,1,0,226750
3,3,3,2.0,1699.0,3,420.0,1014.0,120,2,1,2,0,7,3,0,1,0,0,0,1,5,0,0,0,3,0,0,0,0,95000
6,3,3,1.0,1416.0,4,312.0,780.0,72,2,1,1,0,6,3,0,1,1,0,0,1,4,0,0,0,4,1,0,0,0,139900
3,3,2,0.0,1306.0,4,465.10199881023215,1306.0,80,1,1,1,0,6,5,0,1,0,0,0,1,2,0,0,0,3,0,0,0,0,76500
4,4,3,1.0,672.0,4,308.0,672.0,80,2,1,1,1,4,4,0,1,1,0,0,0,2,1,1,0,4,0,0,0,0,86900
5,3,4,1.0,1160.0,4,257.0,1160.0,52,2,1,1,0,6,5,0,1,0,1,0,1,6,0,0,0,3,0,0,0,0,152500
4,3,3,1.0,930.0,5,286.0,930.0,67,3,1,1,0,5,3,0,0,0,1,0,1,4,0,0,1,4,0,0,0,0,99000
4,2,2,0.0,708.0,4,465.10199881023215,708.0,80,1,1,1,0,5,4,0,1,0,0,0,1,3,1,1,0,4,0,0,0,0,82500
6,4,4,2.0,1575.0,5,529.0,1575.0,28,3,1,2,1,5,4,0,1,0,1,0,0,7,0,0,0,4,0,0,0,0,179200
5,3,3,1.0,1059.0,4,286.0,1059.0,54,4,1,1,0,6,4,0,1,0,1,0,1,6,0,0,0,4,0,0,0,0,142500
4,3,3,2.0,1005.0,4,440.0,1005.0,56,2,1,1,0,5,3,0,1,1,0,0,1,4,0,0,0,4,0,0,0,0,115400
7,4,4,2.0,1929.0,5,650.0,1057.0,19,4,4,2,1,7,5,0,1,0,1,1,0,7,1,1,0,4,0,0,0,0,226000
7,4,4,2.0,1200.0,5,480.0,520.0,15,3,1,2,1,4,5,0,1,1,0,0,0,2,0,0,0,4,0,0,0,0,144152
8,4,4,3.0,1499.2985365853656,6,795.0,1804.0,17,4,5,2,1,9,5,1,0,0,0,1,0,2,1,1,0,3,0,0,1,0,370000
5,3,4,2.0,833.0,5,495.0,833.0,36,2,1,1,0,5,3,0,1,0,1,0,1,4,1,1,0,4,0,0,0,0,149900
6,4,3,2.0,1456.0,5,429.0,728.0,14,3,1,2,1,8,4,0,1,0,1,1,0,2,1,1,0,3,0,0,0,0,172785
5,3,4,2.0,864.0,4,720.0,864.0,70,3,1,1,0,5,4,0,1,1,0,0,1,6,1,1,0,4,0,0,0,0,129000
6,3,3,2.0,1586.0,5,435.0,1586.0,41,2,4,2,0,7,3,0,1,0,1,0,1,2,0,0,0,3,0,0,0,0,181000
5,3,3,1.0,1370.0,4,300.0,1370.0,64,3,4,1,0,6,5,0,0,0,0,0,1,5,0,0,0,4,0,0,1,0,148000
6,3,4,0.0,914.0,5,465.10199881023215,914.0,18,1,1,1,1,4,5,0,1,0,0,0,0,7,1,1,0,4,0,0,0,0,117250
7,4,4,2.0,1555.0,5,430.0,1555.0,15,4,4,2,1,7,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,192500
6,3,3,2.0,1556.0,5,452.0,716.0,40,4,4,2,0,6,3,0,1,0,1,0,1,3,0,0,0,4,1,0,0,0,151000
5,3,3,2.0,882.0,4,461.0,882.0,48,2,1,1,0,5,3,0,1,1,0,0,1,3,1,1,0,4,0,0,0,0,112500
5,3,3,2.0,1167.0,4,495.0,1167.0,100,2,5,1,0,6,3,0,1,1,0,0,0,5,0,0,0,3,0,0,0,0,144000
9,5,5,3.0,1800.0,6,944.0,1800.0,13,3,5,2,1,6,5,1,0,0,1,0,0,7,0,0,0,3,0,0,1,0,370967
6,3,4,2.0,1456.0,4,440.0,855.0,45,2,4,2,0,6,3,0,1,0,1,0,1,6,0,0,0,4,0,0,0,0,149900
7,4,4,2.0,1660.0,5,493.0,831.0,18,3,1,2,1,7,5,0,0,0,1,1,0,2,1,1,0,3,0,0,1,0,195000
7,3,4,2.0,1482.0,5,392.0,812.0,28,4,4,2,1,7,4,0,0,0,1,0,0,2,0,0,0,3,0,0,1,0,163900
6,3,3,2.0,1522.0,5,552.0,1522.0,36,4,4,2,1,7,5,0,0,0,1,0,0,5,0,0,0,4,0,0,1,0,182000
9,5,5,3.0,2036.0,6,780.0,2036.0,12,4,6,2,0,9,5,0,0,0,1,0,1,7,0,0,1,3,0,0,0,0,410000
5,3,3,2.0,1595.0,5,672.0,1595.0,29,2,1,2,1,5,3,0,1,1,0,0,0,5,0,0,0,4,0,0,0,0,152000
7,4,4,2.0,1686.0,5,462.0,891.0,15,4,1,2,1,8,5,0,0,0,1,1,0,2,1,1,0,4,0,0,1,0,184000
7,3,3,4.0,1344.0,5,784.0,1344.0,23,4,1,2,1,8,5,0,0,0,1,0,0,7,1,1,0,4,1,0,1,0,206300
5,3,3,3.0,1652.0,4,928.0,1652.0,50,2,1,2,0,8,3,0,1,0,0,0,1,5,0,0,0,3,0,0,0,0,146500
4,3,3,1.0,1337.0,4,263.0,832.0,64,2,1,1,0,5,3,0,1,0,1,0,1,2,0,0,0,4,0,0,0,0,108000
7,3,4,2.0,1920.0,4,487.0,1222.0,52,3,4,3,0,8,4,0,0,0,1,0,1,2,0,0,0,3,0,0,1,0,170000
6,4,4,2.0,848.0,5,420.0,848.0,16,3,1,1,1,3,5,0,0,0,1,0,0,7,1,1,0,4,1,0,1,0,145000
7,3,3,2.0,1055.0,5,440.0,1055.0,45,3,3,2,0,4,3,0,1,0,1,0,1,6,0,0,0,4,0,0,0,0,123000
6,3,4,2.0,1291.0,5,431.0,1291.0,24,2,5,1,1,6,5,0,1,0,1,0,0,7,0,0,0,4,0,0,0,0,173000
6,3,3,2.0,720.0,4,484.0,720.0,92,2,1,1,0,5,4,0,1,1,0,0,0,2,1,1,0,4,1,0,0,0,105900
4,3,3,1.0,988.0,5,297.0,526.0,47,2,1,1,0,5,3,0,1,0,0,0,1,7,0,0,0,4,1,0,0,0,91000
5,3,2,1.0,1523.0,4,295.0,986.0,71,2,4,2,0,7,2,0,1,0,1,0,0,5,0,0,0,4,0,0,0,0,158000
7,4,4,2.0,1728.0,5,572.0,864.0,16,3,1,2,1,7,5,0,1,0,1,1,0,2,1,1,0,3,0,0,0,0,190000
8,4,4,2.0,1239.0,5,477.0,1239.0,25,4,3,1,1,4,5,0,1,0,1,0,0,3,0,0,0,2,0,0,0,0,217500
5,3,3,1.0,1955.0,4,356.0,1151.0,62,4,1,2,0,7,4,0,0,0,1,0,1,6,0,0,0,4,1,0,1,0,165500
7,3,2,1.0,1564.0,4,234.0,860.0,79,2,5,1,0,7,5,0,1,0,1,0,1,4,0,0,0,4,0,0,0,0,174500
4,3,3,1.0,1204.0,6,312.0,1204.0,66,2,1,1,0,6,4,0,1,0,0,0,1,2,0,0,0,4,0,0,0,0,100000
6,3,4,1.0,1329.0,4,312.0,1329.0,62,2,1,1,0,6,3,0,0,0,1,0,1,6,0,0,0,3,0,0,1,0,172000
5,3,3,2.0,879.0,4,440.0,879.0,45,2,1,1,0,5,3,0,1,0,1,0,1,5,0,0,0,4,0,0,0,0,120000
4,2,3,1.0,841.0,4,294.0,841.0,70,2,1,1,0,4,4,0,1,0,0,0,1,2,0,0,0,4,0,0,0,0,82000
6,3,3,2.0,1312.0,4,649.0,900.0,73,2,1,1,0,6,5,0,1,1,0,0,1,2,1,1,0,4,0,0,0,0,127000
6,3,3,2.0,2058.0,5,396.0,1134.0,103,2,5,1,0,8,2,0,1,1,0,0,0,4,0,0,0,4,1,0,0,0,129500
8,4,4,2.0,1360.0,5,565.0,1360.0,36,3,6,1,0,4,4,0,1,0,1,0,1,7,0,0,0,3,0,0,0,1,187500
8,4,4,3.0,1786.0,6,715.0,1786.0,18,3,5,2,1,6,5,0,0,0,1,0,0,7,1,1,0,2,0,0,1,0,300000
6,3,3,2.0,1993.0,4,495.0,1097.0,49,3,5,2,0,8,4,0,0,0,1,1,1,4,0,0,0,3,0,0,1,0,190000
4,2,3,1.0,1362.0,4,280.0,986.0,100,2,1,2,0,7,2,0,1,1,0,0,0,2,0,0,0,4,0,0,0,0,96000
7,4,4,2.0,1550.0,5,438.0,1112.0,14,4,1,2,1,7,5,0,0,0,1,1,0,7,0,0,1,4,0,0,0,0,241000
5,3,3,1.0,1696.0,4,349.0,1696.0,58,3,4,1,0,8,3,0,1,0,1,0,1,2,0,0,0,3,0,0,0,0,143900
4,3,3,1.0,1092.0,4,286.0,546.0,50,2,1,1,0,5,3,0,1,0,0,0,1,4,0,0,0,4,1,0,0,0,87550
9,5,5,2.0,1752.0,6,576.0,1752.0,15,3,5,2,1,6,5,1,0,0,1,0,0,7,0,0,0,4,0,0,1,0,319900
9,4,4,3.0,2473.0,6,675.0,1102.0,14,4,5,2,1,11,5,0,0,0,0,1,0,7,1,1,0,3,0,0,1,1,356383
9,4,5,2.0,1800.0,6,702.0,1800.0,13,4,1,2,1,7,5,0,1,0,1,0,0,2,1,1,0,3,0,0,0,0,239000
7,4,4,3.0,2197.0,5,783.0,1108.0,27,4,5,2,1,9,5,0,0,0,1,1,0,5,1,1,0,4,0,1,1,0,287500
5,3,3,2.0,1382.0,4,660.0,854.0,79,2,1,1,0,7,3,0,1,1,0,0,1,4,0,0,0,3,1,0,0,0,128500
7,4,4,2.0,1733.0,5,433.0,847.0,16,4,5,2,1,7,5,0,1,0,0,1,0,2,1,1,0,3,0,0,0,0,185088
7,4,4,2.0,1402.0,5,625.0,1402.0,12,3,1,2,1,7,5,0,1,0,1,0,0,2,1,1,0,4,0,0,0,0,229800
5,3,3,1.0,887.0,4,288.0,887.0,36,3,1,1,0,5,3,0,1,0,1,0,1,6,0,0,0,4,0,0,0,0,124500
5,3,3,2.0,1051.0,4,504.0,1051.0,52,3,1,1,0,6,4,0,1,0,1,0,1,6,0,0,0,4,0,0,0,0,142000
6,3,3,1.0,1510.0,4,216.0,755.0,100,2,1,1,1,6,5,0,1,1,0,0,0,5,0,0,0,4,0,0,0,0,149000
5,3,3,2.0,1656.0,4,506.0,1656.0,47,2,1,2,0,8,3,0,0,1,0,0,1,2,0,0,0,3,0,0,1,0,135000
6,3,3,2.0,958.0,5,440.0,958.0,44,3,4,2,0,5,3,0,1,0,1,0,1,6,0,0,0,3,0,0,0,0,128000
8,4,4,2.0,1499.2985365853656,5,546.0,1164.2931707317073,28,3,5,3,1,10,5,0,1,0,1,0,0,7,0,0,0,3,0,1,0,0,430000
5,3,3,2.0,1040.0,4,686.0,1040.0,52,4,1,1,0,5,3,0,1,1,0,0,1,4,0,0,0,4,0,0,0,0,145000
5,3,3,2.0,1250.0,4,552.0,661.0,110,2,5,2,1,8,5,0,1,1,0,0,0,2,0,0,0,4,0,0,0,0,139000
6,3,3,2.0,1868.0,5,477.0,1140.0,36,4,4,3,0,7,5,0,0,0,0,0,1,2,1,1,0,4,0,0,1,0,178000
10,5,5,4.0,1499.2985365853656,6,473.4268292682927,1632.0,15,4,6,2,1,10,5,1,0,0,0,1,0,7,0,0,0,4,0,0,1,0,460000
6,3,4,2.0,2134.0,4,441.0,1445.0,104,2,1,2,0,10,4,0,1,1,0,0,0,2,0,0,0,3,0,0,0,0,214500
5,3,3,0.0,1928.0,4,465.10199881023215,948.0,104,1,1,2,1,10,4,0,1,0,0,0,0,2,1,1,0,4,0,0,0,0,160000
7,4,4,2.0,2060.0,5,390.0,1022.0,21,3,4,2,1,8,5,0,0,0,0,1,0,6,1,1,0,3,0,0,1,0,214000
6,3,4,1.0,1378.0,4,162.0,861.0,85,2,1,1,1,6,4,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,128900
4,3,3,4.0,1622.0,4,473.4268292682927,1622.0,59,4,4,1,0,7,5,0,0,0,0,0,1,5,0,0,1,4,0,0,0,0,168000
8,4,5,3.0,1880.0,6,880.0,955.0,13,4,5,2,1,8,5,0,1,0,1,1,0,7,0,0,0,3,0,0,0,0,310013
8,4,4,2.0,1088.0,5,461.0,1088.0,34,3,1,1,0,5,5,0,1,0,1,0,1,2,0,0,0,4,0,0,0,1,170000
5,3,3,1.0,1040.0,4,286.0,1040.0,61,3,1,1,0,6,3,0,1,0,1,0,1,3,0,0,0,4,0,0,0,0,133700
6,3,4,1.0,1502.0,4,180.0,900.0,97,2,4,1,1,7,3,0,1,1,0,0,0,2,0,0,0,4,0,0,0,0,165000
6,3,3,1.0,987.0,4,264.0,483.0,49,2,1,1,0,5,3,0,0,1,0,0,1,6,0,0,0,4,1,0,1,0,89500
6,3,3,1.0,1095.0,4,264.0,1095.0,62,3,1,1,0,6,3,0,0,0,1,0,1,6,0,0,0,4,0,0,1,0,140000
7,4,4,2.0,1709.0,5,380.0,970.0,16,2,1,2,1,7,5,0,0,1,0,0,0,2,1,1,1,4,1,0,0,0,134000
6,4,4,2.0,1731.0,5,462.0,844.0,28,3,1,2,1,7,5,0,1,0,1,1,0,6,0,0,0,2,0,0,0,0,248500
4,3,3,1.0,960.0,4,364.0,960.0,55,2,1,0,0,3,5,0,1,0,1,0,1,7,1,1,0,3,0,0,0,0,145000
6,3,3,2.0,1552.0,5,434.0,811.0,45,3,4,2,0,6,3,0,1,0,1,1,1,6,1,1,0,4,0,0,0,0,179900
8,4,4,3.0,1795.0,6,895.0,1795.0,14,3,5,2,1,7,5,0,0,0,1,0,0,2,1,1,0,4,0,0,1,0,147000
5,3,3,2.0,1274.0,5,576.0,624.0,29,2,1,1,1,6,4,0,1,1,0,1,0,4,0,0,0,4,0,0,0,0,136000
6,3,3,2.0,1196.0,4,576.0,848.0,80,2,5,1,0,6,5,0,1,1,0,0,1,3,0,0,0,4,1,0,0,0,128000
4,3,2,1.0,704.0,3,220.0,704.0,74,2,1,1,0,4,5,0,1,0,0,0,1,2,0,0,0,3,0,0,0,0,88750
5,3,3,1.0,972.0,4,305.0,972.0,65,2,1,1,0,5,3,0,1,0,1,0,1,4,0,0,0,4,0,0,0,0,122500
6,3,3,1.0,1458.0,4,330.0,912.0,72,2,5,1,0,6,3,0,1,0,1,0,1,2,1,1,0,4,0,0,0,0,97500
6,3,3,2.0,1008.0,4,430.0,1008.0,57,3,1,1,0,5,3,0,0,0,1,0,1,2,0,0,0,3,0,0,1,0,135000
9,5,4,3.0,1828.0,6,774.0,1828.0,13,2,5,2,1,9,5,1,0,0,1,0,0,7,0,0,0,4,0,0,1,0,314813
3,2,2,0.0,1526.0,4,465.10199881023215,1013.0,105,1,1,1,0,6,3,0,1,0,0,0,1,2,0,0,0,3,0,0,0,0,85000
6,4,3,2.0,1176.0,4,624.0,786.0,83,2,1,1,0,4,3,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,134900
5,3,4,1.0,1057.0,4,288.0,1057.0,65,2,1,1,0,6,4,0,0,0,1,0,1,2,0,0,1,4,0,0,0,0,137000
8,4,4,3.0,2113.0,5,839.0,2113.0,25,4,4,2,1,7,5,0,0,0,1,0,0,7,0,0,0,3,0,1,1,0,350000
5,3,3,1.0,1387.0,4,300.0,1387.0,53,3,4,1,0,6,3,0,1,0,1,0,1,6,0,0,0,4,0,0,0,0,145000
9,4,5,3.0,1499.2985365853656,6,814.0,1722.0,15,4,6,2,1,9,5,1,0,0,0,1,0,2,0,0,0,3,0,0,1,0,418000
3,3,2,1.0,840.0,4,250.0,840.0,100,2,1,1,1,5,4,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,64000
5,3,3,1.0,1520.0,4,281.0,848.0,88,2,1,1,0,6,5,0,1,1,0,0,0,4,1,0,0,2,0,0,0,0,159434
8,4,4,3.0,1542.0,5,852.0,1542.0,13,2,5,2,1,6,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,260261
5,3,3,2.0,1385.0,4,720.0,910.0,68,2,1,2,0,6,2,0,1,1,0,0,1,4,0,0,0,4,0,0,0,0,166000
5,3,3,1.0,936.0,4,288.0,936.0,58,3,2,1,0,6,3,0,1,0,1,0,1,6,0,0,0,4,0,0,0,0,130000
5,3,3,1.0,1288.0,3,240.0,824.0,79,2,1,1,0,6,3,0,1,1,0,0,1,3,0,0,0,4,0,0,0,0,112000
5,3,3,2.0,1128.0,4,525.0,1128.0,57,3,1,2,0,6,4,0,0,0,1,0,1,6,0,0,0,4,0,0,1,0,155000
8,4,5,3.0,1968.0,6,680.0,774.0,11,4,5,2,1,8,5,0,0,0,0,1,0,2,1,1,0,4,0,0,1,0,269500
6,3,3,2.0,1246.0,4,441.0,1246.0,56,3,5,1,0,6,3,0,1,0,1,0,1,6,0,0,0,3,0,0,0,0,172000
7,3,3,1.0,1740.0,4,240.0,960.0,80,2,5,1,0,6,3,0,1,0,1,0,1,5,0,0,0,4,0,0,0,0,219500
