MSSubClass,MSZoning,Neighborhood,HouseStyle,Exterior1st,Exterior2nd,MasVnrType,GarageType,Foundation,LotShape,OverallQual,OverallCond,ExterQual,BsmtQual,BsmtFinType1,HeatingQC,KitchenQual,FireplaceQu,GarageFinish,GarageCars,GrLivArea,GarageArea,1stFlrSF,YearBuilt,YearRemod/Add,FullBath,TotRmsAbvGrd,SalePrice
60,RL,CollgCr,2Story,VinylSd,VinylSd,None,Attchd,PConc,4,6,5,4,5,7,5,4,1,4,2.0,1476.0,540.0,738.0,2005,2005,2,7,173500
85,RL,NAmes,SFoyer,HdBoard,HdBoard,None,Attchd,CBlock,4,5,6,3,5,7,4,3,1,3,1.0,898.0,326.0,898.0,1968,1968,1,6,140000
20,RL,Somerst,1Story,VinylSd,VinylSd,None,Attchd,PConc,4,8,5,4,6,7,5,4,5,4,2.0,1460.0,480.0,1460.0,2006,2007,2,6,247000
85,RL,Sawyer,SFoyer,Plywood,HdBoard,BrkFace,Basment,CBlock,3,6,5,3,5,7,3,3,3,4,2.0,1034.0,504.0,1034.0,1978,1978,1,5,149900
20,RL,CollgCr,1Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,3,5,6,3,5,6,5,3,1,2,2.0,1174.0,528.0,1174.0,1978,1978,1,5,158000
160,FV,Somerst,2Story,VinylSd,VinylSd,None,Attchd,PConc,3,7,5,4,5,7,5,4,1,3,2.0,1080.0,496.0,530.0,2003,2003,2,4,147110
50,RM,IDOTRR,1.5Fin,MetalSd,MetalSd,None,Detchd,BrkTil,4,6,6,3,4,2,3,3,5,2,1.0,1376.0,198.0,780.0,1937,1950,2,7,119500
50,RL,Crawfor,1.5Fin,Wd Sdng,Wd Sdng,None,Detchd,CBlock,4,5,6,3,4,6,5,3,4,2,2.0,1567.0,440.0,840.0,1940,1950,1,6,205000
70,RL,OldTown,2Story,Wd Sdng,HdBoard,None,None,CBlock,4,5,9,3,5,2,5,4,1,1,0.0,1534.0,465.10199881023215,751.0,1895,1999,1,6,148000
120,RL,StoneBr,1Story,CemntBd,CmentBd,None,Attchd,PConc,3,8,5,4,5,7,5,4,4,3,2.0,1616.0,608.0,1616.0,1995,1996,2,5,236500
50,RL,SWISU,1.5Fin,MetalSd,MetalSd,None,Detchd,BrkTil,4,5,5,3,3,3,3,2,1,2,1.0,1551.0,240.0,1058.0,1938,1950,2,6,137000
20,RL,NAmes,1Story,Wd Sdng,Wd Sdng,None,Attchd,CBlock,4,5,5,3,4,4,4,3,1,3,1.0,960.0,330.0,960.0,1955,1955,1,5,122000
20,RL,Gilbert,1Story,VinylSd,VinylSd,None,Attchd,PConc,3,7,5,4,5,2,5,4,1,4,2.0,1302.0,436.0,1302.0,2007,2007,2,6,176485
30,RL,BrkSide,1Story,MetalSd,MetalSd,None,Detchd,BrkTil,2,5,5,3,4,2,3,3,1,2,1.0,816.0,210.0,816.0,1925,1950,1,4,109000
120,RM,GrnHill,1Story,Wd Sdng,Wd Sdng,BrkFace,Attchd,PConc,3,7,5,4,5,7,5,4,4,4,1.0,1502.0,286.0,1502.0,1998,1998,1,5,330000
20,RM,OldTown,1Story,VinylSd,VinylSd,None,Detchd,PConc,4,6,5,3,4,7,4,3,1,2,1.0,1133.0,308.0,1133.0,2008,2008,1,7,143000
60,RL,NoRidge,2Story,MetalSd,MetalSd,BrkFace,Attchd,PConc,3,9,5,4,6,7,5,4,4,4,3.0,1499.2985365853658,806.0,1671.0,1998,1998,2,9,410000
60,RL,SawyerW,2Story,HdBoard,HdBoard,BrkFace,Attchd,PConc,3,6,5,4,5,7,5,4,1,3,2.0,1721.0,471.0,936.0,1994,1994,2,7,201000
50,RL,OldTown,1.5Fin,VinylSd,VinylSd,None,Detchd,BrkTil,4,4,4,3,3,2,3,3,4,2,2.0,1760.0,648.0,981.0,1910,1950,1,7,80000
70,RL,Crawfor,2Story,Wd Sdng,Wd Sdng,None,Detchd,CBlock,3,6,8,3,4,6,5,4,4,2,1.0,2320.0,180.0,1436.0,1945,2002,2,9,259500
60,RL,Timber,2Story,VinylSd,VinylSd,BrkFace,BuiltIn,PConc,3,7,5,4,5,7,5,4,5,4,2.0,2486.0,452.0,1146.0,2003,2004,3,10,279900
20,RL,NAmes,1Story,BrkFace,BrkFace,None,Attchd,CBlock,4,5,7,3,4,3,5,4,1,3,1.0,1246.0,305.0,1246.0,1959,1994,1,6,154000
50,RL,ClearCr,1.5Fin,Wd Sdng,HdBoard,BrkCmn,Attchd,CBlock,2,6,7,4,5,4,4,4,4,4,2.0,2144.0,389.0,1444.0,1958,2006,2,7,277000
50,RL,Edwards,1.5Fin,BrkFace,Wd Sdng,None,BuiltIn,BrkTil,4,5,5,3,4,3,5,3,4,2,1.0,1150.0,215.0,799.0,1942,1950,1,6,128000
20,RL,NridgHt,1Story,VinylSd,VinylSd,Stone,Attchd,PConc,4,8,5,4,5,2,5,4,5,3,3.0,1600.0,890.0,1600.0,2007,2007,2,7,256300
50,RL,Crawfor,1.5Fin,AsbShng,CmentBd,None,Detchd,BrkTil,3,4,6,3,4,7,5,4,4,2,1.0,1755.0,231.0,1230.0,1930,2003,2,7,188000
20,RL,Timber,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,8,5,4,6,7,5,4,5,4,3.0,1800.0,765.0,1800.0,2002,2002,2,7,312500
160,FV,Somerst,2Story,MetalSd,MetalSd,None,Detchd,PConc,4,7,5,4,5,2,5,4,1,3,2.0,1200.0,480.0,600.0,2004,2005,2,4,151000
160,RM,BrDale,2Story,HdBoard,HdBoard,BrkFace,Detchd,CBlock,4,5,5,3,4,6,5,3,1,2,2.0,1365.0,440.0,765.0,1971,1971,1,6,122500
60,RL,SawyerW,2Story,VinylSd,VinylSd,None,Attchd,PConc,4,6,5,4,5,7,5,4,1,3,2.0,1696.0,542.0,835.0,2003,2003,2,7,188000
60,RL,CollgCr,2Story,VinylSd,VinylSd,None,Attchd,PConc,3,7,5,4,5,2,5,4,1,3,2.0,1809.0,638.0,945.0,2005,2006,2,8,209700
20,RL,StoneBr,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,8,5,4,6,7,5,4,5,3,2.0,2234.0,724.0,1164.2931707317073,2006,2006,1,7,441929
60,RL,SawyerW,2Story,HdBoard,HdBoard,BrkFace,Attchd,PConc,3,6,5,4,5,7,5,4,1,3,2.0,1680.0,474.0,886.0,1993,1994,2,7,163000
60,RL,ClearCr,2Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,3,6,8,3,4,3,4,4,1,4,2.0,2087.0,444.0,976.0,1966,2007,2,9,187500
20,RL,CollgCr,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,8,5,4,5,7,5,4,4,4,2.0,1513.0,521.0,1513.0,1999,2000,2,5,220000
20,RL,NAmes,1Story,MetalSd,MetalSd,None,Attchd,CBlock,4,5,6,3,4,6,3,4,1,3,1.0,1107.0,308.0,1107.0,1967,1993,1,5,127000
20,RL,NAmes,1Story,VinylSd,VinylSd,None,Detchd,Slab,4,5,7,3,1,1,5,3,2,2,1.0,827.0,392.0,827.0,1955,2007,1,5,107500
75,RM,OldTown,2.5Unf,Wd Sdng,Wd Shng,None,None,CBlock,4,6,6,3,4,2,5,3,5,1,0.0,1484.0,465.10199881023215,742.0,1914,2001,2,9,128000
30,RM,OldTown,1Story,Wd Sdng,Wd Sdng,None,Detchd,BrkTil,1,5,5,3,3,2,4,3,1,2,2.0,764.0,504.0,764.0,1925,2004,1,4,73000
20,RL,NridgHt,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,9,5,4,6,7,5,5,5,4,3.0,1792.0,874.0,1792.0,2003,2004,2,6,374000
60,RL,NridgHt,2Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,8,5,4,6,7,5,4,4,4,3.0,1499.2985365853658,746.0,1515.0,2001,2002,2,10,421250
60,RL,Gilbert,2Story,VinylSd,VinylSd,None,BuiltIn,PConc,3,6,5,3,5,2,4,3,4,3,2.0,1593.0,389.0,808.0,1992,1993,2,7,178000
85,RL,Edwards,SFoyer,Plywood,Plywood,None,Detchd,CBlock,4,4,5,3,5,5,3,3,1,3,2.0,1181.0,588.0,1181.0,1972,1972,2,6,137500
20,RL,NoRidge,1Story,HdBoard,HdBoard,BrkFace,Attchd,PConc,3,8,5,4,5,7,5,4,4,4,2.0,1987.0,691.0,1987.0,1994,1994,2,7,301500
70,RL,SWISU,2Story,Wd Sdng,Wd Sdng,None,Detchd,BrkTil,4,6,6,3,4,2,4,3,5,2,1.0,1242.0,180.0,647.0,1935,1950,1,6,105000
20,RL,NAmes,1Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,6,7,3,4,6,3,4,3,3,2.0,976.0,504.0,976.0,1968,2004,1,4,157500
50,RM,OldTown,1.5Fin,AsbShng,AsbShng,None,Detchd,CBlock,4,5,3,3,4,2,3,3,1,2,1.0,1214.0,216.0,969.0,1901,1950,1,6,117000
20,RL,NAmes,1Story,Wd Sdng,Wd Sdng,None,Attchd,CBlock,4,5,6,3,4,5,4,3,1,2,1.0,864.0,336.0,864.0,1962,1962,1,5,105000
50,RL,SWISU,1.5Fin,MetalSd,MetalSd,None,Detchd,BrkTil,4,6,5,3,4,2,5,3,1,2,1.0,1639.0,240.0,1166.0,1936,1950,1,6,115000
20,RL,NridgHt,1Story,VinylSd,VinylSd,Stone,Attchd,PConc,4,9,5,5,6,2,5,5,5,3,3.0,1736.0,834.0,1736.0,2008,2008,2,7,360000
90,RL,SawyerW,1Story,Plywood,Plywood,None,Attchd,Slab,4,5,5,3,1,1,3,3,1,2,2.0,1535.0,400.0,1535.0,1979,1979,2,8,118858
60,RL,NWAmes,2Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,6,8,3,4,7,4,4,1,2,2.0,1632.0,484.0,800.0,1966,2000,1,7,173000
30,RL,OldTown,1Story,VinylSd,VinylSd,None,Detchd,BrkTil,4,3,5,3,4,2,3,3,1,2,1.0,725.0,320.0,725.0,1890,1998,1,4,78500
60,RL,Gilbert,2Story,VinylSd,VinylSd,None,Attchd,PConc,3,7,5,4,5,2,5,4,5,4,2.0,1720.0,440.0,840.0,2004,2004,2,7,183500
20,RM,OldTown,1Story,MetalSd,MetalSd,None,Detchd,CBlock,4,4,4,2,3,2,3,3,1,2,2.0,936.0,576.0,936.0,1953,1953,1,4,93000
120,RL,Blmngtn,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,8,5,4,5,7,5,4,4,4,3.0,1589.0,630.0,1589.0,2003,2003,2,7,226500
60,RL,Gilbert,2Story,VinylSd,VinylSd,None,Attchd,PConc,3,6,7,4,5,2,4,3,4,3,2.0,1571.0,380.0,799.0,1993,1994,2,7,178000
20,RL,CollgCr,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,7,5,4,5,7,5,4,1,3,2.0,1479.0,558.0,1479.0,2003,2003,2,7,226000
60,RL,Mitchel,2Story,VinylSd,VinylSd,BrkFace,Attchd,CBlock,3,5,7,4,4,5,5,3,4,3,2.0,1632.0,898.0,784.0,1969,1969,1,7,173000
20,RL,Sawyer,1Story,MetalSd,MetalSd,None,Detchd,CBlock,3,5,5,3,4,4,4,3,2,2,1.0,864.0,360.0,864.0,1965,1965,1,5,62383
60,RL,NridgHt,2Story,VinylSd,VinylSd,Stone,Attchd,PConc,3,9,5,5,6,7,5,5,5,4,3.0,1499.2985365853658,858.0,1476.0,2008,2008,2,11,446261
70,RL,SWISU,2Story,Wd Sdng,Stucco,None,Detchd,BrkTil,4,7,8,3,4,6,5,4,5,2,1.0,1479.0,312.0,743.0,1926,1997,1,6,160000
120,RM,Blmngtn,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,7,5,4,5,7,5,4,4,3,3.0,1576.0,668.0,1576.0,2004,2004,2,7,219990
20,RL,CollgCr,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,7,5,4,5,2,5,4,1,3,2.0,1479.0,577.0,1479.0,1999,2000,2,6,191000
40,RL,BrkSide,1Story,MetalSd,MetalSd,None,Detchd,PConc,4,5,7,3,4,3,3,3,5,2,1.0,1060.0,308.0,916.0,1925,1994,1,6,136500
30,RL,Edwards,1Story,HdBoard,HdBoard,None,Detchd,Slab,3,4,5,3,1,1,3,4,1,2,1.0,943.0,308.0,943.0,1958,1994,1,5,80000
50,RL,NWAmes,1.5Fin,HdBoard,HdBoard,BrkFace,Attchd,PConc,3,7,5,4,5,7,4,4,1,2,3.0,2183.0,786.0,1377.0,1988,1988,2,9,229000
60,RL,SawyerW,2Story,MetalSd,MetalSd,BrkFace,Attchd,PConc,4,7,5,4,5,7,5,4,4,4,2.0,1949.0,574.0,1062.0,1993,1994,2,8,236000
20,RL,Timber,1Story,MetalSd,MetalSd,BrkFace,Attchd,PConc,3,10,5,5,6,2,5,5,5,4,3.0,1824.0,932.0,1824.0,2006,2007,2,8,392000
70,RM,IDOTRR,2Story,Plywood,Plywood,None,Attchd,CBlock,4,6,5,3,4,5,2,3,1,2,1.0,1930.0,316.0,1146.0,1927,1950,2,8,149000
160,FV,Somerst,2Story,BrkFace,MetalSd,None,Attchd,PConc,3,10,5,5,5,5,5,5,4,4,2.0,2393.0,846.0,1469.0,1998,1999,2,7,345000
70,RM,OldTown,2Story,CemntBd,CmentBd,None,Detchd,PConc,4,5,8,4,3,2,5,3,1,2,2.0,2014.0,624.0,1007.0,1900,2005,2,8,169000
20,RL,Edwards,1Story,Wd Sdng,Wd Sdng,None,Attchd,CBlock,4,4,5,3,4,2,3,3,1,2,1.0,1242.0,336.0,1242.0,1946,1950,1,4,109900
60,RL,Mitchel,2Story,HdBoard,HdBoard,BrkFace,Attchd,PConc,4,7,5,3,5,3,5,3,4,4,3.0,2000.0,650.0,996.0,1993,1994,2,9,188000
50,RM,BrkSide,1.5Fin,MetalSd,MetalSd,None,Detchd,CBlock,4,6,6,3,4,2,5,3,5,2,1.0,1412.0,280.0,825.0,1939,1950,1,6,132500
20,RL,CollgCr,1Story,VinylSd,VinylSd,None,Attchd,PConc,4,5,7,3,4,6,5,3,1,3,1.0,990.0,440.0,990.0,1994,1994,1,5,143000
20,RL,Edwards,1Story,Wd Sdng,Wd Sdng,None,Detchd,CBlock,4,5,6,3,3,6,5,3,1,2,1.0,1342.0,256.0,1342.0,1951,1951,1,7,125000
20,RL,NridgHt,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,9,5,5,6,7,5,5,5,4,3.0,1868.0,473.4268292682927,1868.0,2005,2005,2,7,415000
70,RM,OldTown,2Story,VinylSd,VinylSd,None,Detchd,CBlock,4,4,7,3,3,2,4,3,1,2,2.0,1363.0,528.0,741.0,1910,1950,1,6,125500
20,RL,NAmes,1Story,Wd Sdng,Wd Sdng,BrkCmn,Attchd,CBlock,4,6,6,3,4,4,4,3,5,3,1.0,1632.0,338.0,1632.0,1958,1988,2,6,139000
60,RL,NridgHt,2Story,CemntBd,CmentBd,Stone,BuiltIn,PConc,3,10,5,5,6,7,5,5,5,3,3.0,2296.0,842.0,1728.0,2008,2008,2,10,451950
90,RL,Edwards,1Story,VinylSd,VinylSd,BrkFace,None,CBlock,4,5,5,3,4,2,3,3,1,1,0.0,1678.0,465.10199881023215,1678.0,1959,1959,2,10,119900
20,RL,Timber,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,8,5,4,6,7,5,4,1,4,2.0,1296.0,471.0,1296.0,2001,2002,2,6,220000
20,RL,NAmes,1Story,MetalSd,MetalSd,BrkFace,Attchd,CBlock,4,6,6,3,4,5,3,3,5,2,2.0,1587.0,525.0,1587.0,1971,1971,2,7,167300
50,RL,Edwards,1.5Fin,Wd Sdng,Wd Sdng,None,Detchd,CBlock,4,5,6,3,4,4,5,3,5,2,1.0,1298.0,256.0,854.0,1941,1950,1,6,122000
90,RM,Sawyer,1Story,HdBoard,HdBoard,BrkFace,Detchd,CBlock,4,5,5,3,4,4,3,3,1,2,2.0,1728.0,504.0,1728.0,1963,1963,2,10,125000
20,RM,OldTown,1Story,BrkFace,BrkFace,None,Attchd,CBlock,4,5,6,3,4,4,4,3,1,4,1.0,928.0,288.0,928.0,1957,1957,1,5,112500
60,RL,CollgCr,2Story,VinylSd,VinylSd,None,Attchd,PConc,4,7,5,4,5,2,5,4,1,3,2.0,1795.0,578.0,879.0,2005,2006,2,7,191000
20,RL,NAmes,1Story,MetalSd,MetalSd,BrkFace,Attchd,CBlock,4,6,7,3,4,5,4,3,1,2,1.0,1080.0,288.0,1080.0,1958,1958,1,5,136000
60,RL,CollgCr,2Story,VinylSd,VinylSd,None,Attchd,PConc,4,7,5,3,5,2,5,4,1,3,2.0,1779.0,546.0,866.0,1998,1998,2,6,197900
50,RM,OldTown,1.5Fin,VinylSd,VinylSd,None,Attchd,CBlock,4,6,8,3,4,2,4,4,1,2,1.0,1635.0,255.0,1001.0,1910,2003,1,5,117000
20,RL,CollgCr,1Story,VinylSd,VinylSd,Stone,Attchd,PConc,4,7,5,4,5,7,5,4,1,3,2.0,1220.0,632.0,1220.0,2006,2006,2,6,194000
120,FV,Somerst,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,9,5,4,6,7,5,4,4,3,2.0,1310.0,545.0,1310.0,2001,2001,1,5,285000
190,RL,Edwards,1.5Fin,Wd Sdng,Wd Sdng,None,None,BrkTil,4,5,7,3,4,6,4,3,1,1,0.0,1355.0,465.10199881023215,808.0,1940,1999,2,6,127500
60,RL,NoRidge,2Story,HdBoard,HdBoard,None,Attchd,PConc,3,7,5,4,5,7,5,4,4,3,2.0,2295.0,590.0,1166.0,1992,2000,2,9,268000
70,RM,OldTown,2Story,MetalSd,MetalSd,None,Detchd,PConc,4,4,8,3,4,2,5,3,1,2,2.0,1798.0,342.0,1156.0,1900,1950,2,7,137000
20,RL,NWAmes,1Story,Plywood,Plywood,None,Attchd,CBlock,3,7,7,3,4,6,5,4,5,2,2.0,1620.0,578.0,1620.0,1967,1967,2,8,215000
20,RL,NAmes,1Story,MetalSd,MetalSd,None,Attchd,CBlock,4,5,5,3,4,4,3,3,1,3,1.0,1216.0,336.0,1216.0,1955,1955,1,5,129500
50,RM,BrkSide,1.5Fin,MetalSd,MetalSd,None,Detchd,BrkTil,4,5,4,3,5,2,4,3,1,2,1.0,1344.0,240.0,896.0,1936,1950,1,7,115000
50,RL,OldTown,1.5Fin,VinylSd,VinylSd,None,Detchd,PConc,4,5,8,3,4,2,3,3,1,2,1.0,1159.0,288.0,747.0,1925,1950,1,5,114000
20,RH,SawyerW,1Story,HdBoard,HdBoard,None,Detchd,CBlock,4,4,4,3,4,4,3,3,1,2,1.0,1056.0,384.0,1056.0,1966,1966,1,5,107000
50,RL,NAmes,1.5Fin,MetalSd,MetalSd,None,Detchd,CBlock,4,5,5,3,4,4,3,3,1,2,1.0,1216.0,336.0,832.0,1947,1950,1,6,118500
50,RM,BrkSide,1.5Fin,WdShing,Wd Shng,None,BuiltIn,BrkTil,4,6,7,3,4,2,3,3,5,3,1.0,1158.0,208.0,950.0,1929,1950,1,5,120000
20,RL,Somerst,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,8,5,4,5,7,5,4,1,3,2.0,1538.0,484.0,1538.0,2005,2005,2,7,260000
20,RL,NAmes,1Story,MetalSd,MetalSd,BrkFace,Attchd,CBlock,3,5,5,3,4,5,3,3,1,3,1.0,1143.0,308.0,1143.0,1959,1959,1,6,136000
20,RL,NAmes,1Story,MetalSd,MetalSd,None,Detchd,CBlock,4,4,5,3,4,2,3,3,1,2,4.0,872.0,480.0,872.0,1971,1971,1,5,123000
50,RM,IDOTRR,1.5Fin,MetalSd,MetalSd,None,None,CBlock,3,6,7,3,4,2,3,2,1,1,0.0,1406.0,465.10199881023215,1035.0,1920,1950,1,6,89500
20,RL,Gilbert,1Story,VinylSd,VinylSd,None,Attchd,PConc,3,6,5,4,5,2,5,4,1,4,2.0,1324.0,430.0,1324.0,2005,2005,2,6,199500
20,RL,Sawyer,1Story,HdBoard,HdBoard,BrkCmn,Attchd,PConc,3,5,7,3,4,2,3,3,1,2,1.0,904.0,408.0,904.0,1966,1966,1,6,109900
70,RL,Crawfor,2Story,MetalSd,MetalSd,None,Detchd,BrkTil,4,7,9,4,5,2,5,4,5,2,1.0,2080.0,282.0,1276.0,1926,2004,1,9,234000
120,RM,CollgCr,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,6,5,4,5,7,5,4,5,3,2.0,848.0,420.0,848.0,2004,2004,1,3,155900
50,RL,ClearCr,1.5Fin,Wd Sdng,Wd Sdng,None,Attchd,CBlock,4,4,5,3,4,2,5,3,4,2,1.0,1788.0,304.0,1104.0,1957,1989,1,8,161500
20,RL,Timber,SLvl,HdBoard,HdBoard,BrkFace,Basment,CBlock,3,6,6,3,4,7,4,4,5,3,2.0,1344.0,525.0,1344.0,1958,1958,1,7,137500
190,RM,OldTown,2Story,MetalSd,MetalSd,None,None,BrkTil,4,5,3,3,4,2,2,2,1,1,0.0,2256.0,465.10199881023215,1128.0,1910,1950,2,12,76500
60,RL,ClearCr,2Story,Plywood,Plywood,BrkFace,Attchd,PConc,3,6,5,4,5,7,3,3,4,2,2.0,2060.0,521.0,1164.0,1988,1989,2,8,211000
120,RH,NAmes,1Story,MetalSd,MetalSd,None,Attchd,PConc,4,6,5,4,5,7,5,4,1,4,2.0,1337.0,511.0,1337.0,1998,1999,2,5,181000
80,RL,NAmes,SLvl,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,6,7,3,4,4,3,3,1,3,2.0,1165.0,490.0,1165.0,1966,1966,1,6,174900
80,RL,Sawyer,SLvl,VinylSd,VinylSd,BrkFace,Attchd,CBlock,3,5,6,3,4,3,5,3,3,3,2.0,1320.0,564.0,1320.0,1966,1966,1,6,164500
20,RL,NridgHt,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,7,5,4,5,7,5,4,1,3,2.0,1535.0,532.0,1535.0,2004,2004,2,7,214000
60,RL,NWAmes,2Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,7,6,3,5,2,3,3,4,2,2.0,2044.0,489.0,1277.0,1980,1988,2,7,185000
50,RM,BrkSide,1.5Fin,MetalSd,MetalSd,None,Detchd,PConc,4,4,7,3,4,5,5,3,1,2,1.0,1136.0,336.0,624.0,1929,1950,1,6,123000
85,RL,Mitchel,SFoyer,HdBoard,Wd Shng,None,BuiltIn,CBlock,3,6,6,3,5,7,3,4,2,3,2.0,1299.0,486.0,1299.0,1979,1979,2,5,183500
160,FV,Somerst,2Story,MetalSd,MetalSd,BrkFace,Detchd,PConc,4,8,5,4,5,2,5,4,1,2,2.0,1441.0,492.0,764.0,1999,2000,2,5,174000
20,RL,Edwards,1Story,MetalSd,MetalSd,None,Detchd,CBlock,3,5,5,3,4,4,3,3,4,2,2.0,1630.0,649.0,1630.0,1953,1953,2,6,130000
70,RM,OldTown,2Story,Wd Sdng,Wd Sdng,None,Detchd,BrkTil,4,7,7,3,4,3,5,5,5,2,2.0,1641.0,546.0,832.0,1925,1990,1,6,178000
60,RL,Gilbert,2Story,VinylSd,VinylSd,None,Attchd,PConc,3,5,5,3,5,7,4,3,4,4,2.0,1629.0,482.0,928.0,1997,1998,2,6,189900
120,RM,CollgCr,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,6,5,4,5,7,5,4,1,4,2.0,848.0,420.0,848.0,2003,2004,1,4,144000
30,RM,IDOTRR,1Story,Wd Sdng,Wd Sdng,None,Detchd,BrkTil,4,6,8,4,4,6,5,3,1,2,1.0,816.0,432.0,816.0,1930,2007,1,5,120500
20,RL,CollgCr,1Story,VinylSd,VinylSd,None,Attchd,PConc,4,5,5,3,5,2,5,3,1,2,2.0,1097.0,672.0,1097.0,1994,1995,1,6,145000
120,RL,StoneBr,1Story,CemntBd,CmentBd,None,Attchd,PConc,4,8,5,4,5,7,5,5,1,3,2.0,1652.0,499.0,1652.0,2000,2000,2,6,251000
90,RL,Sawyer,1Story,HdBoard,HdBoard,None,None,CBlock,4,4,5,3,4,2,3,3,1,1,0.0,1768.0,465.10199881023215,1768.0,1968,1968,2,8,136500
90,RL,Edwards,1Story,WdShing,Wd Shng,BrkCmn,None,Slab,4,4,5,3,1,1,3,3,1,1,0.0,1152.0,465.10199881023215,1152.0,1955,1955,2,6,82500
30,I (all),IDOTRR,1Story,Wd Sdng,Wd Sdng,None,Detchd,CBlock,4,2,4,2,1,1,3,3,1,2,1.0,810.0,280.0,810.0,1910,1950,1,4,57625
120,RL,NridgHt,1Story,VinylSd,VinylSd,Stone,Attchd,PConc,3,7,5,4,5,7,5,4,5,3,2.0,1358.0,484.0,1358.0,2007,2008,2,6,212500
120,RM,Mitchel,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,6,5,3,6,7,5,3,1,2,2.0,1216.0,402.0,1216.0,1998,1998,2,5,164000
50,RM,IDOTRR,1.5Fin,MetalSd,MetalSd,BrkFace,Detchd,CBlock,4,6,5,3,4,2,4,4,1,2,1.0,1638.0,384.0,967.0,1957,1957,2,6,139000
160,FV,Somerst,2Story,MetalSd,MetalSd,BrkFace,Detchd,PConc,4,7,5,4,5,5,5,4,1,2,2.0,1252.0,462.0,624.0,1999,2000,2,4,160000
85,RL,Mitchel,SFoyer,HdBoard,Wd Shng,None,Detchd,PConc,4,5,6,3,5,7,3,3,3,2,2.0,883.0,698.0,883.0,1992,1993,1,5,149000
20,RL,Mitchel,1Story,HdBoard,HdBoard,None,Attchd,CBlock,4,5,6,3,4,5,3,3,1,3,1.0,874.0,288.0,874.0,1968,1968,1,5,130000
70,RM,OldTown,2Story,Stucco,Stucco,None,Detchd,BrkTil,3,7,6,3,4,2,4,3,1,2,2.0,1710.0,480.0,902.0,1921,1950,2,9,140000
20,FV,Somerst,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,8,5,4,5,2,5,4,5,4,2.0,1836.0,517.0,1836.0,2008,2009,2,8,264500
20,RL,NAmes,1Story,Wd Sdng,Wd Sdng,None,Attchd,CBlock,3,5,5,3,4,4,3,3,4,4,1.0,1092.0,299.0,1092.0,1957,1957,1,6,141000
120,FV,Somerst,1Story,VinylSd,VinylSd,None,Attchd,PConc,3,7,5,4,5,7,5,4,1,4,2.0,1241.0,569.0,1241.0,2006,2007,1,4,199900
20,RL,NWAmes,1Story,Plywood,Plywood,BrkFace,Attchd,CBlock,4,6,5,3,5,6,3,3,4,3,2.0,1334.0,630.0,1334.0,1977,1977,2,6,167900
20,RL,NAmes,1Story,Wd Sdng,Wd Sdng,BrkFace,Attchd,CBlock,3,6,6,3,4,5,5,4,5,2,2.0,1429.0,572.0,1429.0,1960,1987,1,7,181900
20,FV,Somerst,1Story,VinylSd,VinylSd,Stone,Attchd,PConc,4,8,5,4,5,7,5,4,1,3,2.0,1566.0,750.0,1566.0,2008,2008,2,7,262500
60,RL,NWAmes,2Story,HdBoard,HdBoard,BrkFace,Attchd,PConc,3,7,7,3,5,7,5,4,4,3,2.0,2288.0,520.0,1316.0,1977,1992,1,8,230000
120,FV,Somerst,1Story,MetalSd,MetalSd,BrkFace,Attchd,PConc,3,9,5,4,6,7,5,4,4,4,2.0,1709.0,506.0,1709.0,1999,2000,2,5,328900
20,RL,NridgHt,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,8,5,4,5,7,5,4,1,3,2.0,1721.0,554.0,1721.0,2005,2005,2,7,232698
20,RL,CollgCr,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,8,5,4,5,7,5,4,1,3,3.0,1254.0,810.0,1254.0,2008,2008,2,5,221800
